review_id,book_id,rating,review_text,date_added,title,genres,authors
1730,186074,5,"""This review serves no real purpose for anyone but myself. If you are considering buying this book you can tell from the rating that you should. If you already read it you already felt the magic. You know what i'm talking about. 
 This is one of THOSE books. If you have read fantasy enough, you know what i'm talking about. 
 There are countless fantasy books in the world, most of them worth reading. When you read fantasy enough, there are a few bad ones, a lot of good ones and a ton of great ones. I for one am a person who enjoys most books. I enjoyed twilight, I even liked selection enough to finish it! So as I read and read more I fall in love with thousands of books. 
 The thing is no matter how much you love most books they still fade away from your memory. You re-read some. You dream about some for a while and maybe even obsess over some, but they will eventually fade. 
 Then there are THOSE books. There are some famous ones like lord of the rings and harry potter and then there are the personal ones, every fantasy reader should remember a few. 
 They are the books that make you want to cry out of the sheer amazingness of them. The ones that make you blush . The first one that comes to mind when you think of the world brilliant. Their heroes are the ones you call on to guard you when you can't sleep at night. They may not even be you're favorite books but there is something different about them. 
 I can talk about them for hours but if you don't know what I'm talking about already, it won't serve any point. 
 I can't tell what exactly made this book brilliant. It didn't have the most interesting magical system or the newest plot. it didn't have the most shocking twists or the best written romance. 
 What it did have was music. when you read it you didn't feel like someone was telling you a story, you felt like someone was singing you one. It was just breath taking.""",2013-05-16 01:34:10,"The Name of the Wind (The Kingkiller Chronicle, #1)",fantasy;paranormal;fiction;young-adult;romance,Patrick Rothfuss
1731,17980013,5,"""So I had to literally wait a few days after I finished this book to write a review cause I had to process my emotions. This book was great! I have a hard time in the genre area being as I really enjoy young adult books. A lot of those book do not really have to much sexual content which is fine but sometimes u want that for the characters (sounds weird but think about it) anyway back to my point. This book was such a seamless blend of sexy Ryder content and a great story that I couldn't have been more pleased. I loved watching Synthia develop her feelings for Ryder until she was in to deep. And as for the cliffhanger ending I read in many of the reviews before mine. DO NOT BE put off by this. It isn't so much a cliffhanger as it is a totally new story line. So far this series is my favorite involving Fae.""",2013-10-04 22:06:50,"Taunting Destiny (The Fae Chronicles, #2)",fantasy;paranormal;romance;mystery;thriller;crime;fiction,Amelia Hutchins
1732,19057,4,"""I can't really review this without spoiling, to be honest. If you haven't read the novel please do not press the spoiler tag, or you'll really regret doing so. 
  
 Protect the Diamonds 
 This talks about the abusive father, the one who rapes his wife and daughter. I think it also pertains to Sophie and the old woman. He protected them all, tok care of them. It was his first ""mission"". 
 Survive the Clubs 
 This one is about Gavin, and his brother. If I remember correctly there were fighting a lot, and it was getting really intense. Ed, the main character, had to be beaten up for the brothers to realize that, well, they are brothers. 
 Dig Deep Through The Spades 
 It started off with the poems, the authors, and the funny incident in the library. This part was the least interesting for me. All I got from reading this part was well, sometimes you have to exert effort if you really want to get what you want. 
 Feel the Hearts 
 This part was really good, wow. First, with Richie. Richie is my favorite character next to Ed, so a part of the novel that talked about him a lot made me happy. His problem was slightly less severe then Marvs, but a lot more than Audrey's. He needed to want something, he had no ambitions in life, and Ed helped him through that. 
 Marvs on the other hand, had a huge problem. He has a son. That had to be the second biggest shock of the novel for me. I didn't expect it, although I had no idea what his problem was before the revelation. I couldn't even guess, cause for me nothing really bad was going on with him aside from the ugly old car. 
 Audrey didn't strike me as attractive. That reason alone lead me to be less concerned of her during the third part of the ""hearts"". And it's crazy that she loves him yet she wants someone else. 
 The Joker 
 The biggest shock or plot twist of the novel! I thought that after the hearts it would be all over, but clearly the author intended to shock everyone with that ending. I was leaning towards the idea of his father planing the whole charade and all, but no. I also thought that maybe it was the bank robber himself, but no, he was just an accessory to it all. They didn't reveal who the man was, and Ed didn't even know who he was, so I guess I didn't really hate on the author for not telling us who he was. 
 The moral of the novel though is clearly amazing. 
 And I quote from the novel, 
 ""If a guy like you can stand up and do what you did, then maybe everyone can. Maybe everyone can live beyond what they're capable of."" 
 It is true though, ordinary people deem to be the most helpful in society. And if no one wants to stand up, then what will happen to the world? Someone must, and will be brave enough to speak up and do something about a certain problem in society perhaps. 
 ""I'm not the messenger at all. 
 I'm the message."" 
 He thought that he was just the messenger, delivering messages to the people ""in need"", but clearly he was something more. I understood this as Ed being an inspiration to all. To man up and deal with problems. If one decides to be a coward, then one will never succeed in life. That person will never get what he wants, or even worse, what he deserves. 
 This may be written for Young-Adults, but clearly the message of the novel applies to all. When a person has a huge problem in life, sometimes they just need someone to help them realize that being a coward wouldn't help at all, or if they don't need someone, then they need the hear the message from somewhere, because once the person realizes that he could do something about it, all he needs it motivation to actually pursue the elimination of that problem. 
  
 The novel for me had a slow start, but clearly everything else made up for it. I've heard that most people stopped from the part where I almost did, but I'm really glad I didn't. This novel was truly good, and I might need to read this again soon, just to relive that amazing plot. Might I add that this novel is fairly original for me. I haven't read anything like this before, and that ending really is the best. I can't say that it was an easy four stars, considering I almost gave it just one, but bear with the first few chapters and you will not regret it.""",2014-04-23 08:13:56,I Am the Messenger,young-adult;fiction;mystery;thriller;crime;romance;fantasy;paranormal,Markus Zusak
1733,186074,4,"""Actual rating 4.5 stars""",2013-10-08 11:47:58,"The Name of the Wind (The Kingkiller Chronicle, #1)",fantasy;paranormal;fiction;young-adult;romance,Patrick Rothfuss
1734,676924,4,"""Another wonderful installment of the House of Night series.""",2009-09-15 10:05:09,"Betrayed (House of Night, #2)",romance;fiction;young-adult;fantasy;paranormal,P.C. Cast;Kristin Cast
1735,147843,3,"""Reminds me a little bit of Mercedes Lackey's Herald series in that there is a special bond between rider's and their horses. But there is also the element of special magical talents with certain rider pins. This is a fun fantasy novel that I had no problem getting caught up with. My favorite part was when Karigan meets two old ladies in the woods. Exciting adventure. Oh - and there is now a second book (someone reviewed here that they wished there was one): First Rider's Call.""",2008-06-24 05:44:07,"Green Rider (Green Rider, #1)",fantasy;paranormal;young-adult;fiction;romance;history;historical fiction;biography,Kristen Britain
1736,17950614,5,"""Emotionally : I'm drained. 
 Mentally : I'm done. 
 ~ review to come ~""",2014-05-19 12:04:42,"UnDivided (Unwind, #4)",young-adult;fiction;fantasy;paranormal;mystery;thriller;crime;romance,Neal Shusterman
1737,12077902,5,"""I listened to the Bill Johnston's 2011 translation of Solaris because one of my goodreads friends had pointed out an article to me that stated that the old translation was rather poor in comparison. Neither one of us knows enough Polish to check if this is true or not, but I can at least say that this is the first Stanislaw Lem novel that I really like. I had read two others before, and found both a rather heavy read. It was especially true with one of them. When I finished listening to Solaris I started to wonder if that might have had something to do with the translations of those books, but I can't say. 
 Solaris is in some sense a simple story. Some have said it is an version of the well known haunted house story line. A few people trapped in a house (this time a space station) are constantly plagued by ghosts (in this case alien entity), but I think that is simplifying matters too much. Lem manages to create a really alien being, or entity, or what ever one wants to call the ocean in Solaris. And he describes the ocean in such vivid details, the way it moves and behaves, that it feels real, even though I never fully get what it is. It is not human, it is alien. 
 True to the haunted house story line there are only a few characters in this ""house,"" but they are always an interesting group. Their fear, paranoia, sense of loss, and even their curiosity keeps this moving. I mean, this is not an action story. There are no great battles to fight with highly imaginative weapons, but even without all that sort of thing there is a lot happening. The battles in this story are fought on other levels, but they are fought just the same. 
 So all I can really say is that I find this book fascinating, and that is the first time I can really say that about Stanislaw Lem novel, but it mean I think I will have to read some more of his work. Just like to add one more thing, Alessandro Juliani reads this very well.""",2014-05-26 06:32:10,Solaris: The Definitive Edition,fiction;fantasy;paranormal;romance;mystery;thriller;crime,Stanislaw Lem;Bill Johnston;Alessandro Juliani
1738,19057,5,"""I am feeling way too much. 
 And I don't know how to put what I'm feeling into words. 
 But this was powerful. 
 Truly.""",2016-10-22 11:10:17,I Am the Messenger,young-adult;fiction;mystery;thriller;crime;romance;fantasy;paranormal,Markus Zusak
1739,18690890,5,"""The Boy tried to surprise me by having this and The Fault in Our Stars delivered to me. I spoiled the surprise by logging into his Amazon account and checking the order. He should really change his passwords once in a while. Anyway, I was underwhelmed, since I'd already read the other one and had heard that John Green tends to be rather repetitive in his work. 
 I was wrong. Remind me never to mistrust the Boy again. 
 The Fault in Our Stars was odd. I enjoyed it greatly, but while enjoying it I could recognize its faults and its efficient-but-annoying ability to push emotional buttons. I was embarassed of my enjoyment. 
 Not the case with Paper Towns. It's much more natural, much more honest. Where whatshername and whatshisname are too purposely intelligent and witty ALL THE TIME, Quentin and his friends are occasionally dumb, scared and confused. And while the story itself is bordering on the unlikely, the characters are entirely believable and relatable. They react exactly how I would act and worry and dream about the same things I still worry and dream about, despite my flimsy pretence of adulthood. 
 I rushed through it, allowing myself to stop for the key points. And the end, while frustrating, wouldn't have made any sense otherwise. I loved it. Absolutely loved it.""",2014-12-15 03:24:25,Paper Towns,young-adult;fiction;romance;mystery;thriller;crime,John Green
1740,17950614,5,"""It's coming so soon!!! The cover! OMG! The cover! I was expected the normal dark and creepy but instead we get freedom and America! I'm not sure what to expect but you better believe I'm excited!!!! 
 UPDATE 
 If I could, I would break the rating scale to give Undivided the score it truly deserves. This series, the Unwind series is one of my top 5 favorite series of all time. It is truly fantastic! 
 If you haven't read the other books in this series (Unwind, Unwholly, and Unsouled), I suggest that you start now. 
 The basic premise for this series is that three teenagers are marked for unwinding (a sort of forced organ donation) by their families, and they struggle to escape from the cops and survive. (Click for more).This series puts other Dystopian books to shame. 
 My Review: 
 Many of you may already know this, but I absolutely adore Neal Shusterman's writing style. I tend to be blown away by his books' greatness, and Undivided was no exception. 
 The plot of this book was nonstop action and excitement. Quite a few times, I had to put my copy down and walk away just so that I didn't have a heart attack or something, but I never could keep away for long! I read Undivided in a single day. 
 It was the perfect conclusion to the Unwind series. I had a lot of thoughts on how Shusterman would manage to end this series, but they all fell miles from the actual ending. I was completely shocked by many points of this story. From time to time, I would literally gasp while reading and say, ""The author can't do that! Can he?"", and, for better or worse (definitely better), he could and he did. 
 The characters, as they were in the rest of the series, were perfectly flawed. We have characters like Connor, a martyr who never wanted control who becomes our hero, and Grace, a girl with a mental handicap (low-cortial) who is a brilliant statistician. Even the characters who I started out hated like Cam ended up beings wonderful surprises. 
 I'm not going to give anything away, but you will love it once you read it! 
 Phrase: 
 I've got you...under my skin...""",2013-09-21 10:07:27,"UnDivided (Unwind, #4)",young-adult;fiction;fantasy;paranormal;mystery;thriller;crime;romance,Neal Shusterman
1741,17730406,4,"""I like this book a lot. I've been intrigued about Natalie since she showed up on Friend-zoned. The book was fun, just like the first one. Somewhat childish. Made me laugh a lot. I'm not a picky book reader, just as long as the books gives me emotions whether to cry or to laugh or whatever it is. It is pretty much an automatic favorite of mines. And this book did exactly that. 
 I gave this book a 5 stars, but in reality I would've given it more of a 4.5 stars. Even though there was drama with Ghost, to me there wasn't as much drama there is unlike the first one. It's a fictional love story and even though it was predictable, I wish that she added more drama to the story.Like the guy who hit her, I wish there was more drama there than just having Ghost threaten him and that's it. 
 Ghost's story was devastating and my heart broke a million pieces for his childhood. But that was pretty much the drama of the whole book.  
 But still this book was pretty awesome and I can't wait to read Max's love story. He deserves one after all. He is a great father to Ceecee, not many would've have what he did.""",2013-07-27 11:54:55,"Love Thy Neighbour (Friend-Zoned, #2)",romance;fiction,Belle Aurora
1742,676924,3,"""** spoiler alert ** 
 The book Vampire Academy completely captured my heart and I couldn't like any other book much more, but I gave this book a try. 
 I started the book with a feeling I won't like it. Why? 
 The title was 'Betrayed'- and after reading ""Shadow Kiss"", I'm not sure I could handle something that would hurt- especially when I am deeply attached with a character. 
 When I finished reading this book, I was left wanting for more. 
 What I like about how the author wrote this book is she makes the characters sound very cool. 
 What I mean is: A character with affinity for all 5 elements and adult vampyre marks- could the protagonist be any more cooler? 
 Though despite the cool-ess, there is imperfection. Where there is imperfection, characters sound more real- which is a good thing, of course. But she's just kinda... I dunno, too good to be true? She's a little too perfect-- her powers, I mean. 
 Although in general, I like this book, I was very annoyed with Zoey. 
 Liking 3 guys at once- whoa, that was even worse than Bella in Eclipse. And oh yeah, the constant repetition of ""hag"" ""bitch"" and ""slut"" kinda gets to my nerves. I just don't really like it when words are repeated every so often. 
 This was the book that destroyed all you ever knew and believed about the book. It was one heck of a ride- No, more than that, this was the book that changed everything. And when I say 'changed', I mean it. 
 Aphrodite not being truly evil, Neferet being evil, Zoey liking Heath and her teacher which roughly translates to Zoey not sure whether she loved Erik more than anyone else. Stevie Rae gone. 
 I hated everything that happened... And yet these changes were good. The plot twists improved. I could almost guess it was Neferet who did all the bad things, but what I didn't get was why. How. 
 I hate it when a book ends with questions, especially when you have to wait a year for it and you just have to know or you'd die. In my case, I didn't have to do any waiting at all, but still. Book endings matter, whether the waiting is 1 year or merely 1 hour. 
 A good book. But man, Vampire Academy couldn't get out of my mind.""",2009-03-05 01:51:38,"Betrayed (House of Night, #2)",romance;fiction;young-adult;fantasy;paranormal,P.C. Cast;Kristin Cast
1743,38568,2,"""Got a few chapters into this one and I've lost the will to read any further.. It just doesn't have anything that I actually like from a paranormal romance, Theres no angst, no violence, and neither of the main characters are at all dominant. And it's just generally not any more exciting than a mills and boon. But then, some people like it like that. I just don't :)""",2009-03-29 08:59:07,A Quick Bite (Argeneau #1),fantasy;paranormal;romance;fiction,Lynsay Sands
1744,28660,2,"""Janny Wurts - Curse of the Mistwraith 
 Arithon S'Ffalenn and Lysaer S'Ilessid are princes of two kingdoms which have been at war for centuries. They are also half-brothers on their mother's side, and each have a gift of elemental magic through her. Lysaer recieved no training in his powers of light and was simply raised a noble of Amroth, Arithon was schooled in his shadow powers before returning to claim heirship to the pirate kingdom of Karthan. 
 When Arithon is captured in battle, the S'Ilessid king decrees his fate to be exile through the worldsend gate. The half-brothers mother has pronounced that whatever the sentence the brothers must share the same fate. And so both Arithon and Lysaer are sent through the portal together. To another world where they are both royal heirs prophecied to destroy the evil mistraith and bring sunlight back to the land. 
 I started this book once before, and abandoned it not quite half way. This time I was determined to make it all the way through, and find out what all the fuss was actually about. In the end I'm not truly sure if it was worth the effort. The book feels extremely slow paced, and while the writing is of a high standard it's often so complex and flowery as to require regular re-reading of entire paragraphs to fully understand whats going on. The first 300 pages were quite a slog to get through, and it wasn't until the second half of the book that I actually felt the plot get moving. 
 I think the main cause of the book's slowness is it's reliance on prophecy. It's almost as if the author decided on a nice tragic plot for her novel, and then tried to force it into play by having one of her mages prophecy it, and then having everyone else repeat it over and over until it became true. Whilst this might work for some people, I really rather prefer a character driven plot, and I prefer my prophecies to remain cryptic and forgettable until the final plot-twist. 
 Another problem I had with the novel was the characters themselves. Arithon and Lysaer being the main characters are obviously the most detailed, and yet they still seemed flat. I believe this is because the author was constantly describing them in terms of their heritage, and not building them as characters in their own rights. There were numerous references to s'Ffalen empathic traits and s'Ilessid sense of justice, but it simply made the characters feel as if they were racial stereotypes rather than people. Granted I did feel like I knew them a little better towards the end of the novel, but thats a very long time to wait. And lesser characters like 'Elaira' were seriously overlooked, we're plastered with indications that she is to be extremely important in the plot, and yet she is barely involved. Even so I felt she was a more real character than either of the brothers, given that all her characterisation came from her actions and not discriptions of her birthright. 
 Wurts has obviously planned the novel as part of a much larger scale story (there are now 11 books in the series), but that leaves much of this novel hanging and unresolved waiting for the next installment. Granted thats always a feature of series work, but it felt that there was just simply not enough plot in this novel to make an enjoyable book. Or maybe it was just that the plot was spread so thinly over 800 pages. 
 In conclusion, I found the novel mildly enjoyable, but not worth the time and effort spent. I probably won't be seeking out the rest of the books unless I find myself in a real drought of reading material.""",2009-03-09 11:38:43,"The Curse of the Mistwraith (Wars of Light and Shadow, #1)",fantasy;paranormal;fiction,Janny Wurts
1745,22041202,4,"""Previously reviewed at 
 This book is intended for an 18+ audience. 
 A copy of this book was provided by the author for an honest review - however I already owned a copy of it....the review will still be honest though! 
 Every now and then I come across a book that I find really difficult to rate and this is one of them. It took me a lot of pondering to decide on a 4 heart review, and I will explain my reasoning for it. 
 You may, or may not know, that very often I don't look at a book's blurb - while I can stay away from handbags and shoes, and happily live in supermarket clothes, I am a compulsive book buyer (notices the nods, you too huh!), well, this was one of those books. The cover is PRETTY, the hype on FB etc good, I had no idea what it was about and purchased it. Then a request came in to the blog and, as I already had it, I thought why not, I'll review it - but I still hadn't a clue what the book was about. In fact I only discovered what the book was about as I was reading it. 
 This book is a mish-mash of romance and erotica and I'm not sure which bit dominates. I'm not against a bit of BDSM in my novels but it certainly isn't the staple of my literary diet. This has BDSM, menage (M/M/F & M/M/M). Now, I'm a romance girl through and through. For some reason I found the M/M/F scene harder to read...maybe I'm just to used to reading about the men at the moment, maybe I have deep-set psychological issues. Who knows. That isn't to say though, that the scene wasn't well written, it was, as were the M/M/M scenes. I think perhaps I have to be in a certain mood for the more erotic end of the romance scale and trying to read it in the holidays with the children asking questions every couple of minutes isn't really the way to set that mood. So I guess that's a convoluted way of saying it wasn't really what I was looking for to read at this moment in time. However it was very well written so I shan't knock of any marks for my own personal hormonal response. 
 The romance though, well that was something that I could get on board with. That first moment between Aiden and Dario, hells bells, now to me, that right there is SUPER hot. I adored the way we saw them fall in love through the obstacles and difficulties. And they really did fall in love. Krylov's writing style is very unique to her, it took me a few pages to get into it but once I did I thoroughly enjoyed the first person narrative, the long poetic sentences and I felt as though I understood Aiden completely. We saw Dario through Aiden's eyes, with Aiden's insecurities, but it was still very easy to understand him as a person, I very much liked both MC's. 
 I found the traumatic event in Dario's past hard, I also found the way he dealt with it hard. That is not just an issue with this book, it's something I've found in other stories of the same nature. Just because I have difficulty understanding the way he deals with his trauma doesn't mean that I think it was written badly or dealt with wrongly. I think when we empathise with characters in books it's often because we recognise our own traits/thoughts in them. In this case Dario is very opposite to me but I could empathise with him because the character was so clear - I just couldn't understand it on a personal level. 
 I think my thoughts on this really are, Varian Krylov is a wonderful writer and I love her writing style - her content though is not my preferred read. It's definitely a case of it's not you, it's me. I will say, if you have any potential triggers, please read the warnings before you choose this book. If BDSM, menage & romance are your things, then this book really could be for you.""",2014-05-20 05:10:22,Dangerously Happy,romance;fiction,Varian Krylov
1746,29780253,5,"""For some reason, I was not anticipating this memoir to be as funny as it was. Not that it is just one hilarious romp after another--I'd say it's pretty evenly balanced between some of the harsher realities of South African history and culture and his own humorous recollections--but I was preparing myself for a starker read. I am so glad they got him to read on the audio--his delivery was necessary and spectacular. 
 ******** 
 Read Harder: Set more than 5,000 miles away from you""",2017-01-12 07:18:16,Born a Crime: Stories From a South African Childhood,non-fiction;history;historical fiction;biography;comics;graphic,Trevor Noah
1747,13872,3,"""This books seems like what Madeleine Is Sleeping wanted to be, which makes me a little surprised since both were National Book Award finalists and so much alike (15 years amnesia?). I'm glad my friend recommended it after giving her my dissatisfied synopsis of MIS because I had always heard the title and thought it sounded like chick lit about nerds. Ohhhh yeah...that other definition of geek. And in fact, I enjoyed it much more than MIS, but in the world of Goodreads stars, I guess I only think of it as one notch above. It was good enough. The writing was almost where I wanted it to be in relating the extravagant world of carnies--it was descriptive enough, although there were times I wouldn't have minded being completely devoured by sensory overload (which I wouldn't think is too hard to do with this subject matter). I loved the whole notion of deciding what makes a freak and what makes a norm. I often found myself wondering whether I loved or despised Oly...mainly finding the differences relied on whether it was the present (+) or the past (-) (side note--she seems a lot like Claw-claw-Claudius a la I, Claudius during her youth; anyone else think so?). But I often felt that the novel as a whole was just shy of ""enough."" It is rife with suspensful moments, but they always seemed to feel isolated. I would eat up a particular scene and then felt like I had to put in my time to hike to the next spetacular or horrific occurence. I wanted to be hooked on how the heck Arty's maleficence would eventually explode, but I couldn't quite get there. I had fun reading about it, I would sometimes shudder at it, but I never feared it and I kinda wanted to. Ah well. Like I said. Good enough.""",2009-04-24 15:26:21,Geek Love,fiction;fantasy;paranormal,Katherine Dunn
1748,14069,0,"""Review to come ...""",2016-04-04 10:11:47,"Throne of Jade (Temeraire, #2)",fantasy;paranormal;fiction;history;historical fiction;biography;young-adult,Naomi Novik
1749,186074,5,"""Well, I've recovered. 
 I read a little of this book the first day I got it. Only got about a hundred pages thought it before I was content to do something else. It was a slow beginning and slow beginnings tend to make me set aside a book and pick it up occasionally. Well, I didn't have occassion to pick it up again until yesterday. Got through another little boring section and then something happened. Something that was written so well that I couldn't hardly put the book down last night. I woke up early cause I couldn't sleep and I needed to read it. So what does this mean? The character went through something that completely pulled me into his life. Nothing that followed, no matter how boring or mundane, could pull me out of the story after that. 
 There are no spoilers in this review. I will simply say that there will be those who connect with Mr. Rothfuss' writing and are drawn into this story. There will be those who cry, such as myself, because of the way he writes tragedies. On the other hand, there will be those who don't like the writing or 'flashback' type feel of the book or the rather slow parts. I loved it. I loved the hints you got from Mr. Rothfuss when he hopped to current times. They gave me little tastes of what was to come and it made me read on, curious at times, dying at others. As for the slowness, yes it is. However, once that major moment happened for me, I rather enjoyed the slow parts. 
 There's something very quiet about Kvothe that draws me to him, while there's other traits that make me frown. But I still adore him. I'm a character reader who only tends to give five stars when a character suffers so much in their life and somehow pushes through it. Kvothe is that character for me. I loved him. And I loved this book. 
 I won't be buying the second one. Not yet anyways. Once the third one comes out, I'll spend a week reading all three. I don't know that I could handle the wait if I read the second book. I hate waiting. 
 And there it is. My ramblings.""",2013-12-23 18:12:28,"The Name of the Wind (The Kingkiller Chronicle, #1)",fantasy;paranormal;fiction;young-adult;romance,Patrick Rothfuss
1750,25501128,5,"""Ah-maz-ing! My favorite of the series so far (and maybe of all her books)!""",2017-03-03 17:54:43,"Kept from You (Tear Asunder, #4)",romance,Nashoda Rose
1751,363392,4,"""The Sario Rip is quite interesting. I feel like this one was a little of a cop out, because guess what? None of it actually happened, except the very beginning and very end. Still, an interesting story and shows the ""Grandfather Paradox"" many believe exist with time travel. It's too bad they don't actually have the jaguar morph, it would be pretty cool for them to all have that. 
 This one was not much of a surprise, as once I started reading it, I remembered it from the last time I read it. 
 Jake is becoming more ruthless with every book now 
 ""We need only Ax to handle this. No point risking anyone else."" 
 And Rachel is feeding her anger and loosing herself. 
 ""And knowing Rachel, she would react by being more aggressive. Maybe too aggressive.""",2015-02-05 22:36:37,"The Forgotten (Animorphs, #11)",fiction;young-adult;fantasy;paranormal;children;mystery;thriller;crime,Katherine Applegate
1752,363391,3,"""There are days when it feels like a noose slowly tightening around my neck. There are days when I don't feel like I can trust anyone."" 
 ""Looks and clothing don't matter even slightly to me. And the people who matter are the ones who see past all that."" 
 Not a bad installment, but kinda filler-ish. The end was rather funny, once they figured out what the item was. 
 Cassie is becoming more and more worried about lying to her parents. This one did not have much in character development, just deepens relationships that are there already. I did like the more serious side of Marco that we are starting to see.""",2015-02-05 22:35:43,"The Unknown (Animorphs, #14)",fiction;young-adult;fantasy;paranormal;children;mystery;thriller;crime,Katherine Applegate
1753,186074,4,"""4.5. 
 This book was really good. You'll note that I say ""really good,"" but not THE BEST THING EVER EVER like many people do about this book, so let me be clear: I think that this book is entertaining and thoughtful. I think that the characters and world are very well-developed. It lacked, however, that extra something that makes me give a book five stars. It was easy for me to stop reading and I didn't think about it for a long time after finishing. This book is great in a lot of ways, but not extraordinarily exceptional to me. 
 This book is a story within a story. In it, a man named Kvothe who has become a legend tells the story of his life up to approximately 16. It covers the first of three days (each day is a book) that he requires to tell the story of his life thus far and it's really good. 
 SPOILERSSSSSSSSSSSSSS DISCUSSION!!!!!!!!!!!!!!!!!!!!! 
 So this may be a weird place to start, but I keep a collection of quotes that I MAY want to get tattooed at some point and there were two quotes from this book which is practically unheard of for me. They are: ""More books than I can read? Somehow I doubted that."" and ""She isn't seen as beautiful. She is beautiful, seen."" (That whole paragraph is just the best. Wow.) 
 I found Kvothe to be a super interesting main character and I also loved his narrative voice. Like, he led a super interesting life, obviously, but the way that he tells the story of it, as someone who has had the benefit of time to look back on it, is really great. All of the comments about what he did right or wrong and why it was right or wrong... all of it was just great. And the foreshadowing was CRAZY!!! I analyzed every little comment older-Kvothe said to guess what would happen to younger-Kvothe. 
 I liked younger-Kvothe. I mean, I liked both, but I feel like the Kvothe that we're learning about has so much growing to do, it's lovely to read about it. I mean, even the smallest things like that he has no clue how to read women who he is interested in but he can also break into the super-secret Archives... it's intriguing. I also love his dedication and his love for learning and his inability to not rise to a challenge and his total disregard for rules. Additionally, I find his love of revenge, while off-putting, essential to his identity. Overall, he's a really great protagonist. 
 I'm not entirely buying the Denna plot-line. I get overtired overquickly of the manic pixie dream girl thing, I get that points are trying to be made and that's how girls will appear to guys, but it's just annoying. I've found (unscientifically and possibly falsely) that most books set in the point of view of a girl make her sky, nerdy, and unpopular while most books set in the POV of a guy have a MPDG. THIS IS FRUSTRATING!! BOTH OF THOSE TYPES OF PEOPLE, AND MORE, EXIST SO WRITE ABOUT THEM PLEASE!! MPDGs piss me off way more, though, so Denna just made me angry. I get it, she's a heartbreaker who you will never be able to understand and is always moving and yadda yadda, but I want WAY more from that element of the story. There is a depth to most characters in this book, I see Denna featuring even more prominently as we continue, so let's give her the same curtosy (and no, ""she was hurt in the past and therefore covers it up by moving around and not letting anyone truly know her or love her and she doesn't let herself love anyone because she can't get hurt again"" is NOT the depth I'm looking for.) 
 She can be a badass though. I'll give her that. 
 So, what's up with that ending with Bast? He wants Kvothe to go back to how he used to be, fighting and being a hero and all that? I guess I get it, he thinks that's how Kvothe is going to be happiest, but I also think there was a sliiiiiight overreaction with all the threatening. 
 His childhood was awesome. The whole thing. Everything about traveling around and about the history of his... people, I guess, would be the term and about all of the preforming and everything that he learned about life and how to know people and learn and UGH SO GOOD!! And then all of his learning with Ben, which was incredibly. His parents were cute too (and reminded me of my parents) and I love that they were so in love and that's the example of love and commitment that Kvothe has going forward. 
 AMBROSE MAKES ME WANT TO HIT ALL OF THE THINGS!!! Ineqality is something that I absolutely despise, as well as unfairness, and everything that Ambrose did to Kvothe in this just... IT MADE ME SO FURIOUS!! It was so unfair and he manipulated everything and ARGH I HATE HIM SO MUCH!!! And we know that he's going to get Kvothe kicked out of the University, which is just infuriating. Basically, I hate him. 
 I thought that the lute playing and the pipes and all was really cool. Definitely a great little element and I love how good he is at it and that he has this place where he can disappear to when necessary and it's just great. And I love that he's good enough to earn his pipes and all that... So great. 
 I was hyperaware of all the money in this book. He's so poor and the way that it's written made me constantly like, ""NO! He shouldn't be spending money on that!"" (When Ambrose made him give him a talent. SO MUCH ANGER AOSIGNEOGIHALOI!!!!!!!!) I was fully enveloped in all parts of the story, but that was a part where I was hyperaware. 
 I love Auri. I like that we had this kind of secretive and shy and maybe not-100%-there character that was actually important. Like, if Kvothe had not been kind to her and helped her out she definitely wouldn't've helped him find his way into the Archives. That's an important lesson. 
 The whole dragon scene was cool. And Denna on that drug was kind of hilarious. It was all just totally brilliant. 
 I love Kvothe's friends. Talk about awesome and supportive and hilarious. 
 The world-building is just crazy good. I'm not even sure if that actually needs saying, but it's just so completely brilliant. SO GOOD!!! 
 Overall, this book has everything I SHOULD want in a book, but lacks a little oomph to take one step further. 
 FFFFFFIIIIIIIIINNNNNNNNNNN!!!!!!!!!!!!! 
 Entertaining, exciting, and well-put-together fantasy book: 90%""",2013-09-02 06:47:11,"The Name of the Wind (The Kingkiller Chronicle, #1)",fantasy;paranormal;fiction;young-adult;romance,Patrick Rothfuss
1754,21823465,4,"""THIS WAS SO GREAT! I can't wait to read the next volume!""",2015-06-25 13:58:48,"Alex + Ada, Vol. 1",comics;graphic;fiction;romance;fantasy;paranormal;young-adult,Jonathan Luna;Sarah Vaughn
1755,6474771,4,"""OH MY GOD. OH MY GOD. UM. THIS IS THE FIRST AND ONLY FAIRIE BOOK I'VE READ THAT I LIKED. AND I FLIPPIN LOVED IT""",2014-06-29 00:07:45,"Wings (Wings, #1)",fantasy;paranormal;young-adult;romance;fiction,Aprilynne Pike
